title,subjects,keywords,cited_by
A robust parameterized enhanced shift-splitting preconditioner for three-by-three block saddle point problems,Unknown,None,0
FTAN: Feature Transform and Alignment Network for cross-domain specific emitter identification,Unknown,None,0
Hybrid multivariate time series prediction system fusing transfer entropy and local relative density,Unknown,None,0
Physical prior-guided deep fusion network with shading cues for shape from polarization,Unknown,None,0
FedKD-IDS: A robust intrusion detection system using knowledge distillation-based semi-supervised federated learning and anti-poisoning attack mechanism,Unknown,None,0
Sparse Bayesian Learning with Jeffreys’ Noninformative Prior for Off-Grid DOA Estimation,Unknown,None,0
IF-USOD: Multimodal information fusion interactive feature enhancement architecture for underwater salient object detection,Unknown,None,0
Developing an inquiry-based STEAM teaching packet in ecoliteracy for pre-service teachers,Unknown,None,0
FLAPS: fluctuation-aware power auction strategy for reducing the power overload probability,Unknown,None,0
Interpretation with baseline shapley value for feature groups on tree models,Unknown,None,0
Art-training project: A teaching strategy for tutor training,Unknown,None,0
Crafting very low frequency magnetoelectric antenna via piezoelectric and electromechanical synergic optimization strategy,Unknown,None,0
"A review of energy intensification strategies for distillation processes: Cyclic operation, stacking, heat pumps, side-streams, dividing walls and beyond",Unknown,None,0
Anion substitution strategy for constructing abundant oxygen vacancies in perovskites enables efficient nitrate electroreduction,Unknown,None,0
Deep Smart Cities: A Review of Smart Cities Applications-Based an Inference of Deep Learning Upon IoT Devices,Unknown,None,1
Significant changes in the physicochemical properties of BC-containing particles during the cold season in Beijing,Unknown,None,0
State of the art and current trends on the metal corrosion and protection strategies in deep sea,Unknown,None,0
SEMACOL: Semantic-enhanced multi-scale approach for text-guided grayscale image colorization,Unknown,None,0
Unsupervised evaluation for out-of-distribution detection,Unknown,None,0
A proposal-level class-aware graph convolutional network and memory bank for thyroid nodule detection in ultrasound videos,Unknown,None,0
DIEN: A dual-factor iterative enhancement network with the global Re-calibration feature for coronary artery segmentation,Unknown,None,0
Block-based inverse lithography technology with adaptive level-set algorithm,Unknown,None,0
Distilling heterogeneous knowledge with aligned biological entities for histological image classification,Unknown,None,0
Multi-layer multi-level comprehensive learning for deep multi-view clustering,Unknown,None,0
Flare-aware cross-modal enhancement network for multi-spectral vehicle Re-identification,Unknown,None,0
Adaptive three-dimensional histogram modification for JPEG reversible data hiding,Unknown,None,0
CDHN: Cross-domain hallucination network for 3D keypoints estimation,Unknown,None,0
FocTrack: Focus attention for visual tracking,Unknown,None,0
RNDiff: Rainfall nowcasting with Condition Diffusion Model,Unknown,None,0
"Percept, Chat, Adapt: Knowledge transfer of foundation models for open-world video recognition",Unknown,None,0
Clustered Reinforcement Learning,Unknown,None,0
BiFPN-YOLO: One-stage object detection integrating Bi-Directional Feature Pyramid Networks,Unknown,None,0
Specific and coupled double consistency multi-view subspace clustering with low-rank tensor learning,Unknown,None,0
Tensorized latent representation with automatic dimensionality selection for multi-view clustering,Unknown,None,0
Learning data association for multi-object tracking using only coordinates,Unknown,None,0
Lightweight remote sensing super-resolution with multi-scale graph attention network,Unknown,None,0
Explainable monotonic networks and constrained learning for interpretable classification and weakly supervised anomaly detection,Unknown,None,0
STARNet: Low-light video enhancement using spatio-temporal consistency aggregation,Unknown,None,0
Gradient-based sparse voxel attacks on point cloud object detection,Unknown,None,0
Two-stage Rule-induction visual reasoning on RPMs with an application to video prediction,Unknown,None,0
Scalable unpaired multi-view clustering with Bipartite Graph Matching,Unknown,None,0
Pixel-level semantic parsing in complex industrial scenarios using large vision-language models,Unknown,None,0
Non-line-of-sight imaging with adaptive artifact cancellation,Unknown,None,0
"Design synthesis, modeling, control strategies, and fabrication methods of compliant grippers for micromanipulation and micromanipulator: A comprehensive review",Unknown,None,0
Using artificial neural networks to elucidate retention interactions on stationary phases with amine moieties dedicated to supercritical fluid chromatography,Unknown,None,0
Mechanochemistry assisted oxidative desulfurization of high-sulfur petroleum coke over HPMo coupled binary deep eutectic solvent,Unknown,None,0
Mechanical response and microstructural evolution of a composite joint fabricated by green laser dissimilar welding of VCoNi medium entropy alloy and 17-4PH stainless steel,Unknown,None,0
Enhanced memory window and efficient resistive switching in stabilized BaTiO<inf>3</inf>-based RRAM through incorporation of Al<inf>2</inf>O<inf>3</inf> interlayer,Unknown,None,3
"Optimising Layout of a Left-Turn Bypass Intersection under Mixed Traffic Flow using Simulation: A Case Study in Pulau Pinang, Malaysia",Unknown,None,1
A secondary high-temperature precursor of the θ′-phase in Al-Cu-(Sc) alloys,Unknown,None,1
Skill development in the field of scheduling: A structured literature review,Unknown,None,0
Ultrathin surface-amination-modified membrane with ion-charge shielding effect for ultraselective nanofiltration,Unknown,None,0
NG-RED:Nonconvex group-matrix residual denoising learning for image restoration,Unknown,None,0
TCMT: Target-oriented Cross Modal Transformer for Multimodal Aspect-Based Sentiment Analysis,Unknown,None,0
Making transformer hear better: Adaptive feature enhancement based multi-level supervised acoustic signal fault diagnosis,Unknown,None,0
Towards bias-aware visual question answering: Rectifying and mitigating comprehension biases,Unknown,None,0
Towards optimal control of HPV model using safe reinforcement learning with actor–critic neural networks,Unknown,None,0
Enhancing origin–destination flow prediction via bi-directional spatio-temporal inference and interconnected feature evolution,Unknown,None,0
Uniformity and deformation: A benchmark for multi-fish real-time tracking in the farming,Unknown,None,0
Interpretation of Myers–Briggs Type Indicator personality profiles based on ambivert continuum scale,Unknown,None,0
Deep hashing with mutual information: A comprehensive strategy for image retrieval,Unknown,None,0
Random transformations to improve mitigation of query-based black-box attacks,Unknown,None,0
An explainable graph-based course recommendation model based on multiple interest factors,Unknown,None,0
Classification of sewer pipe defects based on an automatically designed convolutional neural network,Unknown,None,0
Secure medical image encryption scheme for Healthcare IoT using novel hyperchaotic map and DNA cubes,Unknown,None,0
Deep multi-negative supervised hashing for large-scale image retrieval,Unknown,None,0
FOMOsim: An open-source simulator for rigorous analysis of micromobility planning problems,Unknown,None,0
LDN-SNP: SNP-based lightweight deep network for CT image segmentation of COVID-19,Unknown,None,0
Lightweight image super-resolution network based on dynamic graph message passing and convolution mixer,Unknown,None,0
Multi-level Feature Attention Network for medical image segmentation,Unknown,None,0
Multi-order attributes information fusion via hypergraph matching for popular fashion compatibility analysis,Unknown,None,0
Dynamic multiobjective optimization via an improved r-dominance relation and a novel prediction approach,Unknown,None,0
