File,Subjects,Keywords,Cited-by-count
201801149.json,ENGI;MATE,Carbon nanofiber;Microstructure;Mechanical properties;Cement paste;Rice husk ash,21
201801519.json,MEDI,Networking approach;Partnership development;Multiple stakeholders and partners;Multi-disciplinary;Multi-sectorial,4
201802765.json,MATH,Tensor product;Tracy-Singh product;Operator matrix;Compact operator;Schatten p-class operator,11
201800758.json,DENT;MEDI,Dental implant;Antibiotic prophylaxis;Orthognathic surgery;Wisdom teeth,7
201802335.json,MEDI,Pressure;Calcaneus;Long-term;Outcome;Function;Fracture;Dynamic pedography,9
201800308.json,BIOC;CHEM;PHYS;MATE;MATH,Oyster;Genetic variation;Cross-species amplification;Microsatellite,1
201802620.json,SOCI,Scale development;Thailand;Marital commitment;Construct validity,0
201802270.json,VETE,Mesenchymal stem cells;Non-union bone;Dogs;Polycarprolactone/ hydroxyapatite (PCL/HAp) scaffold;Bone marrow,0
201800959.json,MEDI,,14
201802067.json,PHAR,Diffusion coefficient;Ibuprofen;Poly(3-methoxydiphenylamine);Pectin hydrogel;Electrically controlled release,34
201802437.json,ENGI;MATE,Poly(lactic acid);Wood flour;Wood-plastic composites;High impact polystyrene;Magnesium hydroxide,0
201802122.json,MEDI,International students;Internet use;Smartphones,0
201802088.json,AGRI;BIOC,Melanogenesis;Sericin;MITF;Post inflammatory hyperpigmentation;Antityrosinase,17
201802572.json,COMP;ENGI,Purchase intention;Thailand;Comparative;Stickers;Line application;Theory of consumption values,3
201800666.json,AGRI;VETE,Kiss1R;Felids;Kiss1,21
201801974.json,ENGI;ENVI;EART,acoustic impedance;Reflectivity inversion;stochastic Gabor inversion;Gabor deconvolution,2
201800236.json,PHYS;MATE;CHEM,Cellulose;Vulcanized natural rubber;Bio-composite hydrogel,8
201801077.json,BIOC;MEDI,Cancer stem cell;Lung cancer;Natural product;Targeting;Review,64
201801427.json,MEDI,Locally advanced rectal cancer;Survival;Urgent surgery;Complication;Pelvic exenteration,2
201801132.json,BUSI;SOCI,Framing effects;Cash flow statement formats;Loan decisions;Numeracy;Financial literacy,5
201801562.json,ENGI;BUSI,KM process;small restaurant business;KM tools and technologies,4
201801098.json,MULT,Volatile organic compound (VOC);Toluene;Photocatalytic oxidation;Nanofilm,0
201800723.json,BIOC;CHEM,Native mass spectrometry;Top-down mass spectrometry;Metal binding;α-Synuclein;Electron capture dissociation;Protein-ligand complex;Electrospray ionization,53
201801831.json,NURS,health promotion;holistic care;healthy aging;qualitative research;person-centeredness;older people;Thai nurses,5
201800373.json,ENGI;CENG;ENVI,TiO2;Hydrogen;Methyl orange;Silver;Photocatalysis,96
201800689.json,PHYS;ENGI,,39
201802460.json,PHAR,Efficacy;Age;Bioengineering;Hydration;Correlation;Elasticity,1
201802030.json,NEUR,Oxidative stress;Inflammation;Kynurenine;Schizophrenia;IDO;Immune;Cytokines,34
201801309.json,MEDI,prospective study;snakebites,9
201801759.json,COMP;MEDI,Chinese Medicine;Infection;Emerging;Treatment;Prevention,0
201800518.json,NEUR,CMT neuropathies;NT-3;improved nerve function;exogenous pyruvate,9
201802525.json,SOCI,,0
201800148.json,NURS,sexually transmitted diseases;primary prevention;condoms;risk reduction behavior,2
201802175.json,MATE,Water;Heterogeneous palladium catalyst;Suzuki cross-coupling;Aryl iodide,1
201801470.json,MEDI,Behavioral Therapy;Constipation;Pelvic Floor Disorder;Clinic Trial,39
201801020.json,ENGI,Low Power Integrated Circuit;Limiting Amplifier;Wake Up Receiver;Low Frequency;RSSI,2
201800261.json,COMP;ENGI,Neural Network;Demand Response;Baseline Methodologies;Levenberg-Marquardt algorithm,7
201801889.json,PHYS;MATE;CHEM,Garcinia mangostana;Electrospinning;Polyacrylonitrile,10
201800631.json,COMP,Deep Learning;Text Categorization;Hierarchical Multi-Label Classification,0
201801923.json,ENGI;BUSI,Work Shift;Workforce Scheduling;MIP;Call Center,4
201802319.json,COMP;MATH,,2
201800324.json,MEDI,Therapeutic plasma exchange;Albumin,0
201802749.json,MATE;CHEM,EPR spectroscopy;Diethylenetriamine;Antimicrobial activity;Copper (II) complex;X-ray crystallography;p-Nitrobenzoate,14
201800774.json,BIOC,,31
201801866.json,ENGI;PHYS;MATE,Self-assembly layer by layer;Non-cytotoxicity;Biocompatible electrode;Protein adsorption;P(Py-co-Fpy),8
201801535.json,MEDI,Economic globalization;Health tourism;Wellness tourism;Health globalization,3
201801165.json,SOCI;BUSI;ENGI;DECI;COMP,simulation tool;vertical transportation;poison batch;elevator group control;kinematic,4
201800918.json,PHAR,Mangosteen extract;Antibacterial;Poly(vinyl acetate);Spray-on dressing,19
201802026.json,NURS,Caring efficacy;Nurses;Socio-demographics,12
201802476.json,COMP;ENGI;ECON;BUSI,,1
201802499.json,ENGI;MATE,Synthesis;Hydroxyapatite;Eggshell;Composite;Photocatalyst,17
201802163.json,CENG,,0
201802533.json,IMMU;MEDI,Gut microbiota;Bifidobacterium;Synbiotic;Healthy toddlers;Stool consistency,20
201801935.json,NEUR;PHAR,Autoimmune;Depression;Leaky gut;Inflammation;Oxidative and nitrosative;Cytokines,38
201800627.json,BIOC;PHAR,bacteriophage;DNA;gastrointestinal tract;nanocarrier;thermoresponsive;gene,18
201800277.json,PHYS,,0
201801036.json,MEDI,Cognition;Neuroimaging;HIV;Pediatric,11
201801466.json,NEUR;MEDI,Cognitive tests;Mild cognitive impairment;Consortium to Establish a Registry for Alzheimer's Disease;Machine learning,11
201801173.json,ENGI;CENG;MATE,,1
201801489.json,DENT,revascularization;tooth-slice;Angiogenesis;iloprost;dental pulp,9
201801523.json,COMP,information and communication security;binary representation;parallel algorithms;efficient implementation;scalar point multiplication;elliptic curve cryptography,2
201801870.json,ECON,personal finance;household saving;Financial inclusion,11
201800762.json,SOCI,Achievement;Football tournament management;Regional League Division 2;Factors,1
201800298.json,BIOC;CHEM,metabolomics;synovial fluid;osteoarthritis;nuclear magnetic resonance;rheumatoid arthritis,56
201800332.json,BIOC,α-Mangostin;Breast cancer;Cell cycle arrest;Apigenin;Necrosis,6
201802421.json,EART,,29
201802071.json,PHYS,CMS;Physics;Top quark,37
201801348.json,NEUR,Oxidative stress;Autism spectrum disorders;Mercury;Inflammation;Immune;Cytokines,22
201801718.json,ECON;BUSI,,0
201802564.json,ENER;ENGI;MATH,Micronutrients;Energy balance;Nutrient uptakes;Mass balance;Ethanol wastewater;Anaerobic digestion,16
201800559.json,PHAR,PVA;Ciprofloxacin hydrochloride;Hydrogel;PLGA nanoparticles,19
201802134.json,BUSI,Online banking;SERVQUAL;Technology readiness;E-service quality;Technology anxiety,3
201800109.json,BIOC,amphipol;deuteration;small-angle neutron scattering;membrane proteins,1
201801431.json,MEDI,Misunderstanding/misinterpretation;IPSS;Thai version;International prostate symptom score;Problem,2
201801061.json,PHYS;ENGI,,17
201800220.json,AGRI;ENGI;CENG,Amylose;Mango seed kernel starch;Retrogradation;Gelatinization;Pasting;Amylopectin,14
201801962.json,NEUR;MEDI,perinatal;natural autoimmunity;depression;inflammation;immune,14
201800670.json,ARTS;SOCI,Philosophy of art education;Self-learning;Art education;Reflective sketchbook journal;Sketchbook journal;Reflective writing,4
201800365.json,BIOC,DNA lesions;Senescence;Epigenetics;DNA damage;RIND-EDSBs,8
201802358.json,MATH,,2
201801827.json,DENT;MEDI,,20
201800735.json,MEDI,Long QT syndrome;Children;Thailand;Mutation;Genetics,3
201802708.json,MATE,rubber;mechanical properties;thermal properties;oxidation,1
201801574.json,ARTS;SOCI,Self-access;learner autonomy;teachers’ beliefs,6
201801124.json,MEDI,Nephrolithiasis;Hypercalciuria;Urinary supersaturation;Family;Heritability;Hypocitraturia,6
201801430.json,BIOC;CHEM;PHYS;MATE;MATH,Melanoma;α-mangostin;Mangosteen;Antimicrobial properties,1
201801060.json,MEDI,,29
201800221.json,AGRI;BIOC,,38
201801963.json,ECON,Informal loan;Informal interest rates;Level of lenders’ influence,1
201800671.json,VETE,Myxomatous degenerative mitral valve disease;Cardiac troponin I;Heart rate variability;CoQ10;Dog,3
201802359.json,SOCI,Media responsibility;Theory of contract;Deeds;Words;Advocacy model to PR;Deceptive PR,0
201800364.json,BIOC;CHEM,,18
201801826.json,CENG;CHEM,Photocatalysis;Degradation pathway;Surface dependence;Adsorption,8
201802709.json,IMMU;MEDI,Humanized basophilic leukaemia reporter cell;IgE;Penaeus monodon;Allergens,9
201800734.json,ARTS;SOCI,Lifestyle;Labour participation;Social participation;Thailand;Elderly;Multivariate probit,7
201801575.json,COMP;ENGI,,0
201801125.json,BIOC;CENG,Activated carbon;Adaptation;HMF;Bioethanol production;Hyper thermal acid hydrolysis,20
201802420.json,ENGI;MATE,Mortar;Compressive strength;Silica;Cement;Rice husk ash,4
201802070.json,PHYS,CMS;QGP;Flow;Jet quenching;Parton energy loss;High-pT,50
201801349.json,MEDI,Proteome;THP;Kidney stone;Proteomics;Calcium oxalate;Urinary proteins,13
201801719.json,COMP,biometrics authentication;CAPTCHA;eye movement,5
201800558.json,EART;PHYS;ENGI;COMP,Stand age estimation;Geographic object-based image analysis;Tree growth model;Landsat time series;Rubber plantation,29
201802565.json,AGRI,Taxonomy;Terrestrial earthworm;DNA barcode;Malay Peninsula,3
201800108.json,MEDI,,0
201802135.json,ENGI;PHYS;MATE,Aminosilane;Graphene oxide;Epoxidized natural rubber;Natural rubber,0
201801934.json,AGRI,Shrimp;Recombinant PmYRP65 protein;Infection;Yellow head virus (YHV);Neutralization,3
201800626.json,BIOC,,5
201800276.json,AGRI;BIOC;CHEM,Myristicaceae;antioxidant;Horsfieldia motleyi;flavan;diabetes;α-glucosidase;Myristinin,10
201801037.json,MEDI,Infection;Cave;Medicine,1
201801467.json,DENT,platelet–lymphocyte ratio;diabetes;neutrophil–lymphocyte ratio;impaired fasting glucose;white blood cell count;C-reactive protein;periodontitis,28
201801172.json,IMMU;MEDI,Leishmania orientalis;Mundinia;Cutaneous leishmaniasis;Thailand,57
201801488.json,DENT;MEDI,dentin sialophosphoprotein;dentinogenesis imperfecta;dentinal tubules;exome sequencing;dental pulp cells,20
201801522.json,CENG;CHEM,hydrogen peroxide;oxygen reduction;heterogeneous catalysis;copper;photoelectrochemistry,24
201801871.json,IMMU,Antimicrobial potentials;Aureobasidium pullulans;Pullulan;Enzymes;Postharvest control,94
201800763.json,COMP;BIOC,Noncontact measurement;Pulse rate;Pulse wave;Infrared,6
201800299.json,MEDI,Bone turnover marker;bone mineral density;procollagen type I N-terminal propeptide;C-terminal cross-linked telopeptide of type I collagen;postmenopausal osteoporosis;microRNA-21;epigenetic,7
201800333.json,PHYS,,35
201800919.json,BIOC;CHEM,,0
201802027.json,BIOC;MEDI,descriptive epidemiology;non-Hodgkin lymphoma;Thailand;survival;pathology,23
201802477.json,NEUR;MEDI,,26
201802498.json,CENG;CHEM,,10
201802162.json,CENG,,0
201802532.json,AGRI;MEDI;PHAR,Lipoxygenase inhibitors;Indole alkaloids;Nauclea orientalis,3
201801471.json,AGRI;BIOC,Snakin;Antimicrobial activity;Rice;GASR,9
201801021.json,ENGI,Sensor Network;IEEE1888 Standard;Bluetooth Low Energy,1
201800260.json,COMP;ENGI,Smart Water Heater;MQTT;HEMS;ECHONET Lite,3
201801888.json,ENGI;ENVI,SOFC;Thermodynamic analysis;Biogas;Reforming,37
201800630.json,COMP,Semantic segmentation;Landsat-8;Deep convolutional neural network;Medium-resolution satellite image;Remote sensing,10
201801922.json,BIOC;CENG;IMMU,Penaeus stylirostris densovirus;Double-stranded RNA;Shrimp;Yellow head virus;Virus-like particle,11
201800325.json,MEDI,Functional MRI;Thai;FMRI;Dominant hemisphere;Language lateralization;Statistics;LI;Threshold;Right-handedness,0
201802318.json,ARTS,,4
201800775.json,CENG;CHEM,,12
201802748.json,IMMU;MEDI,,1
201801867.json,MEDI,Pediatric dentistry;Children;Radiation effects;Radiation protection;Cone-beam computed tomography;Guideline,139
201801534.json,MEDI,Neonatal nursing standards;Cambodia;Neonatal nurses,3
201801164.json,SOCI;BUSI;ENGI;DECI;COMP,chemical distribution;business model;chemical product service;product service integration;servitization framework,1
201802461.json,ENGI;MATE,,3
201802031.json,DENT;SOCI,undergraduate dental education;educator roles and competences;dental educators,12
201801308.json,IMMU;MEDI,,4
201801758.json,MEDI,Stereotactic radiosurgery;Gamma knife;Neuroendocrine;Small cell carcinoma;Brain metastases,4
201802524.json,BIOC;MEDI,,82
201800519.json,MEDI,UC;CD;Cardiac Arrest;CVD,64
201802174.json,ENGI,Gustafson-kesselalgorithm;Adaptive neuro-fuzzy inference system;Fault identification;Power system protection,1
201800149.json,CENG,Ziegler-natta catalysts;Lewis acid;Linear low-density polyethylene;Ethylene/1-hexene copolymerization,4
201800667.json,BIOC;CHEM;PHYS;MATE;MATH,Dimerization;Substitution effect;Monoalkyloxycoumarin;Dialkyloxycoumarin,0
201801975.json,BIOC,Alu interspersed repetitive element;global DNA hypomethylation;endogenous DNA damage;8-hydroxy-2′-deoxyguanosine;cancer;Alu methylation;DNA damage;aging;genomic instability;RNA directed DNA methylation,30
201800237.json,MULT,,10
201801076.json,PHYS;ENGI,,18
201801426.json,ENGI;MATE,Electrophoretic deposition;Activated carbon;Photocatalyst;Double-layered films;Titanium dioxide,2
201801133.json,BIOC;CHEM,Ionic liquids;Solid-state modulation;Inert IL phases;Fatty acid methyl ester;Comprehensive two-dimensional gas chromatography,16
201801563.json,BIOC;CHEM;PHAR,Usnea baileyi;Dimeric xanthone;Depsidones;Cytotoxicity;Lichen,24
201801099.json,MEDI;PHAR,agitation;pharmacological treatments;Alzheimer's disease;network meta-analysis;dementia,34
201800722.json,MEDI,,0
201801830.json,AGRI;VETE,Chemosterilant;Overpopulation;Nanoemulsion;Apoptosis-inducing agents;Free-roaming companion animal,3
201800372.json,MEDI,chronic kidney disease;nephrolithiasis;secondary oxalosis;oxalate nephropathy;acute kidney injury;oxalosis,63
201800688.json,PHYS,Particle and resonance production;Beyond Standard Model;Hadron-Hadron scattering (experiments),38
201800958.json,MATH,Multiple zeta functions;Jacobi–Trudi formula;Quasi-symmetric functions;Schur functions,9
201802066.json,ENVI,Waste heat input;Insultated anaerobic filter (IAF);Building wastewater treatment;Temperature;Hydraulic retention time (HRT),5
201802436.json,ENGI;MATE,Silica nanoparticles;In situ epoxidation;Poly(lactic acid);Epoxidized natural rubber,3
201802123.json,MEDI,Nepal;Antibiotics;Self-medication;Antibiotic resistance,0
201802089.json,NEUR;PHAR,"Indoleamine 2,3-dioxygenase;Depression;Inflammation;Kynurenine;Anxiety;Schizophrenia;Immune",14
201802573.json,CHEM,IR spectroelectrochemistry;Microfluidic device;Polydimethylsiloxane (PDMS),3
201801148.json,CENG;CHEM,,4
201801518.json,COMP,flipped learning;higher education;smart application;21st century skill;Mobile cloud computing,3
201800759.json,SOCI;MEDI,mitochondrial DNA;Y-chromosome;spatial genetic structure;autosomal microsatellites,14
201802764.json,ENGI;PHYS;MATE,Chemometrics;Data visualization;Distribution map;Quality index;Hyperspectral sensors,26
201800309.json,BIOC;CHEM;PHYS;MATE;MATH,Ecteinascidin 770;Et770;FtsZ;Marine sponge;Cell division;Antibacterial,1
201802334.json,IMMU;MEDI,Transition;HIV;Mortality;Adolescents,6
201802621.json,PSYC;BUSI,Internal branding;Retention;Brand commitment;Quantitative;Brand identification;Brand orientation;Salespeople,37
201802271.json,PHAR,Depression;Chronic fatigue syndrome;Inflammation;Gut;Bacteria;Immune,24
201802158.json,DECI;SOCI;ECON;BUSI,Supplier performance;Evaluation;Supplier selection;Skewness,0
201800165.json,MEDI,Sericin;Treatment;STSG donor site;Dressing;PHMB;Bacterial cellulose,34
201802508.json,COMP;CENG,Palm oil;Bio-hydrogenated diesel;Simulation;Techno-economic,1
201800535.json,ENVI;EART,Arsenic;Groundwater;Old tin mine;Sequential extraction;Contaminated soil,38
201800866.json,ARTS;SOCI,L1 thai learners of english;Corpus consultation;Adjective + preposition collocations;Acquisition;Cooperative learning,3
201801774.json,MULT,Administrative building;Energy efficiency;Energy performance;Operational energy;Life cycle cost,1
201801324.json,CHEM,Chloride;Microfluidic thread-based analytical device (µTAD);Complexometric titration;Magnesium (Mg(II));Argentometric titration,17
201800923.json,AGRI,Sensory analysis;Sponge cake;Lipid oxidation;Antioxidant;Clitoria ternatea extract,28
201801631.json,AGRI;IMMU,Sindbis virus;Antibody;Neurons;Virus clearance;Viral encephalomyelitis;Mice,16
201801261.json,AGRI;VETE,Public health;Companion animals;Bacterial zoonoses;Pet,2
201800889.json,PHYS;ENGI,,10
201800020.json,PHYS,,1
201800470.json,BUSI,Japan;cultural distance;health care services;perceived psychic distance;Thailand;service internationalization,2
201802699.json,AGRI,Ape communication;Vocal plasticity;Song;Duetting;Gibbons;Turn-taking,25
201802363.json,ECON;BUSI,Requirement Elicitation;Small and Medium Enterprises;Factor Analysis;SMEs;User Requirement;Information System;Functional Requirement,3
201802733.json,NEUR;MEDI,Telomere length;Progression;Schizophrenia;First-episode psychosis,23
201802226.json,MATE,Multilayer thin film process;Plasma characterization;Ion beam etching,1
201802676.json,PHYS,,0
201801959.json,PHYS,Supersymmetry;Lepton production;Hadron-Hadron scattering (experiments),16
201801373.json,COMP;ENGI,IEEE 802.11p;Medium access control;Beaconing;Network simulation;Performance evaluation;Platooning;Desynchronization;Vehicular Ad Hoc Network (VANET),0
201801689.json,CENG;MATE,Mesoporous;Resorcinol–formaldehyde gel;Tin dioxide;Synthesis,6
201800831.json,MATH,,0
201801723.json,MEDI,,25
201800562.json,PSYC;MEDI,Depression;Psychiatry;Older adults;Alcohol use disorder;Anxiety;Prospective study,12
201800098.json,MULT,Metabolic engineering;Biosensor;Flavonoid;Microbial systems;Synthetic biology,10
201800132.json,ECON;BUSI,Legitimacy threat;Public sector accounting;Institutional theory;Service performance reporting,8
201800427.json,ENER;ENGI,modulation method;switching loss reduction;symmetrical dc link;Three-level back-to-back converters,1
201800077.json,VETE,Newcastle disease virus;chicken;recombinant HVT-NDV vaccine;efficacy,1
201801236.json,AGRI;BIOC,,20
201800974.json,MEDI,Streblus asper;HT22 cells;Acid-base extraction;Alzheimer's disease;Neuroprotection;Glutamate toxicity;Neurodegenerative diseases,13
201801666.json,MEDI,,25
201801109.json,PHAR;CENG;CHEM,trifluoroacetyl derivative;amines;cyclodextrin derivative;chiral separation;capillary gas chromatography,5
201801559.json,PHYS,CMS;Higgs;Physics,17
201802725.json,SOCI,data mining;cluster;segmentation analysis;university alumni,9
201800718.json,CENG;CHEM,Acid catalyst;Glycerol;Esterification;Amino-functionalized SBA-15;12-tungstophosphoric acid,14
201802375.json,ENGI;MATE,Screen-printing;Thick film;MEMS;Mesoporous silica;Pzt;Sacrificial layer;Sensor,1
201800348.json,PHYS;ENGI,CMS;Standard model;Proton;Jets;Cross section;Physics;LHC;Z boson,42
201802660.json,AGRI,new species;phylogeny;species delimitation;South-East Asia;mitochondrial DNA,15
201802230.json,SOCI,,3
201800124.json,MULT,,5
201802119.json,MEDI,Quality of life;Ageing;Type 2 Diabetes mellitus;Nepal,0
201800574.json,COMP;ENGI,Stereo vision;Markov random fields;QPBO;Energy minimization,1
201802549.json,PHAR,Professional pharmacy practice;Pharmacist;Ethical case;Ethics,0
201801735.json,ENGI;MATE,C14 laves-phase;Mechanical properties;Zr-Ti alloy;Nickel addition,19
201800827.json,PHYS,Supersymmetry;CMS;Physics,17
201801365.json,PHYS;EART,Galaxies: star formation;Submillimetre: galaxies;Galaxies: starburst;Galaxies: high-redshift;Galaxies: evolution,77
201801670.json,IMMU,,18
201800962.json,ECON,mobile phones;Durable goods;product obsolescence;forward-looking consumer,1
201801220.json,VETE,Fatigue property;Failure mode;SOP plate system;Vertebral fracture and luxation;Polymethylmethacrylate;จานวนรอบที่ทาให้เกิดการล้มเหลวของอุปกรณ์จากความล้าตัว;Canine cadavers,1
201800061.json,ENGI,Mixed-integer programming;Multi-echelon systems;Seasonal demand;Inventory systems,4
201800431.json,PHYS,,4
201802322.json,MEDI,,11
201802288.json,MATE,Pack aluminizing;Incoloy 825;Diffusion;Kinetics,2
201802772.json,MEDI,switch;maraviroc;protease inhibitor;HIV-1,4
201802267.json,ENGI;MATE,Printing ink;Weathering resistance;UV-curable;Oligolactide acrylate,1
201801918.json,MEDI;PHAR,Orexin;Migraine;Hypothalamus;Pituitary adenylate cyclase activating protein (PACAP);Neuropeptide Y (NPY);Oxytocin,33
201802637.json,IMMU;MEDI,,53
201801332.json,DENT,Ion release;Bracket;Metal orthodontic appliance;Cytotoxicity;Archwire;Surface roughness;Fluoride;Corrosion,15
201801762.json,MEDI,Diseases;E-learning;Medical students;Metabolic bone;Effectiveness,0
201800870.json,PHYS,Beyond Standard Model;Hadron-Hadron scattering (experiments);Higgs physics,45
201801298.json,AGRI;ENVI,Vibrio parahaemolyticus;WSSV;Kazal-type serine proteinase inhibitor;YHV;Penaeus monodon,9
201800523.json,BIOC;MEDI,nucleated red blood cell;manual microscopy;flow cytometry;Mindray BC-6800,8
201800173.json,ENVI;PHAR,Bio-oil;Pyrolysis;Biochar;Sugarcane leaves;Lightweight biomass,17
201800489.json,CENG;MATE;CHEM,Mechanical properties;Carboxylated ABS;Poly(lactic acid)/PLA-g-ABS blends,11
201800466.json,CHEM;PHAR,solid lipid nanoparticles;Amphotericin B;hemolytic; antifungal;nanostructured lipid carriers; aggregates,32
201800036.json,PHYS;MATE;CHEM,,1
201801277.json,MEDI;HEAL;PHAR,Psychometrics;Patient-reported outcomes;Pharmaceutical care;Thailand;Quality of life;PROMPT-QOL,2
201801627.json,AGRI;IMMU,Weibull model;Esterification;Antimicrobials;Rosmarinate;Staphylococcus carnosus,0
201800935.json,BIOC;NEUR;MEDI,Oxidative stress;Bipolar disorder;Child abuse;Suicide;Antioxidants;Depressive disorder,29
201801650.json,ENVI;ECON,Kiawe;Prosopis pallida;Groundwater management;Invasive species;Kīholo,4
201800942.json,BIOC;CHEM;MEDI,Yolk;Duck egg;Albumen;Thailand;Heavy metal,11
201801200.json,ENGI;DECI;COMP;MATE;MATH,Random Forest;Student Alcohol Consumption;Decision Tree;Classification,5
201800041.json,PHYS,,19
201802586.json,ENGI;MATE,Low Thermal Expansion Coefficient;Composite;Cordierite-Spodumene-Mullite;Ceramic Cookware,1
201800411.json,NURS;SOCI,,1
201802139.json,BUSI,Dynamic Capabilities;Structural Equation Modeling;Organizational Agility;Product Innovation;Agilent,1
201800104.json,PHYS,,7
201802093.json,NEUR;PHAR,Macrophage;Stress sensitivity;Natural killer cell;MADB 106 adenocarcinoma;Desipramine;Metastasis,5
201802569.json,ENVI;PHAR,Relative growth rate;EDTA;Cadmium;Napier grass,2
201800554.json,AGRI;ENVI;IMMU,Transcriptome;Shrimp;Early mortality syndrome;Immune system;Hemocyte,30
201801715.json,AGRI;ENGI,antimicrobial/antioxidant packaging;radio frequency identification;time-temperature indicator;Oxygen scavenger;integrity indicator;food spoilage indicator,176
201800807.json,MEDI,HIV;Adolescents;HIV treatment;Research agenda;HIV service delivery;HIV testing,45
201801345.json,MEDI,Scanning electron microscopy;Light microscopy;Tongue;Lingual papillae;Rodent,19
201800387.json,BIOC;IMMU,Glycerolipids;Liquid chromatography–mass spectrometry;Bacillus subtilis;1-butanol tolerance;Membrane lipids;Phospholipids,4
201802640.json,DENT;MEDI,Imaging phantoms;Cone-beam computed tomography;Radiation protection;Paediatric dentistry,17
201802210.json,COMP,Coral healthiness;Ammonia;Acropora coral,2
201801596.json,PHYS,,21
201801129.json,SOCI;MEDI,Hylobates lar;speech evolution;vocal turn-taking;lip-smacking;ape communication,25
201801579.json,MEDI,orthodeoxia;intravascular large B cell lymphoma;intrapul-monary shunt;hypoxemia;Diffuse large B cell lymphoma,1
201801083.json,AGRI;BIOC;CENG;IMMU,Thermophilic;Co-digestion;Manure;Solid concentration;Grass;Mass transfer,0
201800738.json,IMMU;MEDI,Eosinophils;Rhinosinusitis;Geography;Histopathology;Ancestry populations;Nasal polyps,14
201802705.json,MEDI,ASEAN countries;consensus;Helicobacter pylori,86
201800368.json,BIOC,Epithelial-to-mesenchymal transition;EMT;Calmodulin-regulated spectrin-associated protein 3;Tubulin acetylation;Protein kinase B;CAMSAP3;Cell migration;Akt,22
201802355.json,PHYS;MATE,Toxic free;Biocompatibility;Metallic glass;Amorphous alloy;Titanium-based metallic glass;Biomedical application,0
201801980.json,MEDI,wheezing;children under 5 years;hypertonic saline;hospitalization,9
201800692.json,AGRI;IMMU,Rhizosphere soil;Polyphasic taxonomy;Actinomycetes;Actinomadura rhizosphaerae,6
201802181.json,NURS,Nursing students;Nursing education;Choosing nursing;Qualitative research,0
201800446.json,CHEM;CENG;PHYS;COMP;MATE;MATH,photosensitiser;thiophene;Porphyrin;perylene;quantum chemical calculation,0
201800016.json,PHYS,,13
201801257.json,AGRI;MULT;BIOC,,8
201801607.json,CENG;ENVI,Gamma ray;Seawater;Uranium recovery;Amidoxime functional group;Crosslink agent,17
201800915.json,MEDI,fat reduction;fat volume;subcutaneous fat;noninvasive fat reduction;carboxytherapy,16
201801312.json,ENGI,Skirted foundations;Finite element analysis;Suction caissons;Pullout capacity;Design equation,39
201801742.json,PHYS,Excited top quark;CMS;Beyond two generations;Physics,15
201800850.json,ENGI,rollover index;un-tripped rollover;neural network;multilayer perceptron;dynamics similarity;tripped rollover,12
201800503.json,MEDI,Infection;Cirrhosis;MELD score;3-month mortality,5
201800153.json,NEUR;MEDI,SAT1;Chronic depression;Forced swimming test;Tryptophan catabolism;LPS;Neuroinflammation,40
201802494.json,ENGI,,0
201801191.json,PHYS,,19
201802247.json,AGRI,Dragon millipede;Endemic;Thailand;Taxonomy;New species,12
201801892.json,ENVI,Optimization;Tetraethylenepentamine;CO2 capture;Calcined hydrotalcite,24
201800780.json,NEUR;PHAR,Genetic polymorphisms;Depression;Voxel-based morphometry;Diffusion tensor imaging;Magnetic resonance imaging;Meta-analysis,16
201801938.json,BIOC,Fatty liver;Statins;Steatohepatitis;HMG-CoA;Hydroxymethylglutaryl-CoA reductase inhibitors;Non-alcoholic;Fatty liver disease,4
201802617.json,MEDI,Patient-reported outcome questionnaire;FFI-TH;Validity;Foot Function Index;Reliability;Foot pain;Ankle pain,4
201802302.json,ENGI;SOCI,Creative problem solving;Team working;Learning tools;Open learning,9
201800295.json,COMP,Perceived waiting time;Online wait;Download delay;Progress bar;Models of Time Perception,5
201802752.json,ENGI;MATE,,7
201801484.json,MEDI,Site-specific methylation;DNA methylation;COBRA-EML2;EML2,3
201800903.json,ENGI;CENG;ENVI,Catalyst and sorbent;Sorption-enhanced hydrogen production (SEHP);Steam-gasification;Pyrolysis,23
201801611.json,AGRI;BIOC,Corticular photosynthesis;CO2 recycling;Scots pine;Stem photosynthesis;Forest carbon balance;Stem respiration,23
201801241.json,PHYS,1/N Expansion;Sigma Models;Field Theories in Lower Dimensions;Lattice Quantum Field Theory,2
201800000.json,MEDI,,1
201800450.json,PHYS,2HDM + S;CMS;Exotic decays;Higgs boson;NMSSM;Physics,55
201802197.json,EART,Finite-element modelling;Soft soil;Embankment;High-speed train,20
201802482.json,BIOC;IMMU;CHEM,Curcumin diglutaric acid;Curcumin;Solubility;Antinociception;Prodrug,34
201800145.json,MATH,,1
201802178.json,ECON;BUSI,Performance measurement systems;Diagnostic and interactive control;Strategy;Mixed strategy,0
201800515.json,PHYS;BIOC;MEDI,,2
201802528.json,SOCI,,1
201800846.json,MEDI,Married adolescent girls;Bangladesh;Unintended pregnancy;Delaying first pregnancy;Urban slums,2
201801754.json,BIOC;MEDI,Hypolipidemia;GC-fid;Liver,15
201801304.json,AGRI;ENVI,seed syndrome;seed rain;pulp eater;guild structure;seed predator;convergence;species richness,13
