title,query_subject,subjects,keywords,cited_by
MACCoM: A multiple attention and convolutional cross-mixer framework for detailed 2D biomedical image segmentation,BUSI,Unknown,None,2
Segmentation-based BI-RADS ensemble classification of breast tumours in ultrasound images,BUSI,Unknown,None,0
RTNet: a residual t-shaped network for medical image segmentation,BUSI,Unknown,None,0
A deep learning-based method for the detection and segmentation of breast masses in ultrasound images,BUSI,Unknown,None,0
An Interpretable Breast Ultrasound Image Classification Algorithm Based on Convolutional Neural Network and Transformer,BUSI,Unknown,None,0
Attention based multi-scale nested network for biomedical image segmentation,BUSI,Unknown,None,3
FreqSNet: a multiaxial integration of frequency and spatial domains for medical image segmentation,BUSI,Unknown,None,0
ESKNet: An enhanced adaptive selection kernel convolution for ultrasound breast tumors segmentation,BUSI,Unknown,None,8
Manoeuvring through the pandemic while maintaining family unity,BUSI,Unknown,None,0
Multimodal breast cancer hybrid explainable computer-aided diagnosis using medical mammograms and ultrasound Images,BUSI,Unknown,None,0
Infusing Weighted Average Ensemble Diversity for Advanced Breast Cancer Detection,BUSI,Unknown,None,0
A unified 2D medical image segmentation network (SegmentNet) through distance-awareness and local feature extraction,BUSI,Unknown,None,2
MFMSNet: A Multi-frequency and Multi-scale Interactive CNN-Transformer Hybrid Network for breast ultrasound image segmentation,BUSI,Unknown,None,2
BiU-net: A dual-branch structure based on two-stage fusion strategy for biomedical image segmentation,BUSI,Unknown,None,1
Few-shot classification of ultrasound breast cancer images using meta-learning algorithms,BUSI,Unknown,None,3
Hi-gMISnet: generalized medical image segmentation using DWT based multilayer fusion and dual mode attention into high resolution pGAN,BUSI,Unknown,None,0
NSBR-Net: A Novel Noise Suppression and Boundary Refinement Network for Breast Tumor Segmentation in Ultrasound Images,BUSI,Unknown,None,1
Towards the Generation of Medical Imaging Classifiers Robust to Common Perturbations,BUSI,Unknown,None,0
Low-Scale Morphological Feature Recalibration Method for Breast Ultrasound Classification,BUSI,Unknown,None,0
ConvMedSegNet: A multi-receptive field depthwise convolutional neural network for medical image segmentation,BUSI,Unknown,None,2
A robust encoder decoder based weighted segmentation and dual staged feature fusion based meta classification for breast cancer utilizing ultrasound imaging,BUSI,Unknown,None,0
Deep learning and genetic algorithm-based ensemble model for feature selection and classification of breast ultrasound images,BUSI,Unknown,None,1
AGE DISCRIMINATION IN THE HOSPITALITY INDUSTRY: HOW DO HOSPITALITY STUDENTS VIEW THEIR ELDERLY COLLEAGUES?,BUSI,Unknown,None,0
DAU-Net: Dual attention-aided U-Net for segmenting tumor in breast ultrasound images,BUSI,Unknown,None,2
Tiny Partial Fingerprint Sensor Quality Assessment,BUSI,Unknown,None,0
HBNet: an integrated approach for resolving class imbalance and global local feature fusion for accurate breast cancer classification,BUSI,Unknown,None,1
Ultrasound breast tumoral classification by a new adaptive pre-trained convolutive neural networks for computer-aided diagnosis,BUSI,Unknown,None,1
MTC-Net: Multi-scale feature fusion network for medical image segmentation,BUSI,Unknown,None,0
Ultrasound image segmentation of renal tumors based on UNet++ with fusion of multiscale residuals and dual attention,BUSI,Unknown,None,0
PIS-Net: Efficient Medical Image Segmentation Network with Multivariate Downsampling for Point-of-Care,BUSI,Unknown,None,0
An automatic sparse-based deep cascade framework with multilayer representation for detecting breast cancer,BUSI,Unknown,None,2
GLFNet: Global-local fusion network for the segmentation in ultrasound images,BUSI,Unknown,None,4
A target region extraction method for ultrasound medical images based on improved PRIDNet and UCTransNet,BUSI,Unknown,None,0
Twin-SegNet: Dynamically coupled complementary segmentation networks for generalized medical image segmentation,BUSI,Unknown,None,5
A Multi-attention Triple Decoder Deep Convolution Network for Breast Cancer Segmentation Using Ultrasound Images,BUSI,Unknown,None,1
ConvMixer-based encoder and classification-based decoder architecture for breast lesion segmentation in ultrasound images,BUSI,Unknown,None,5
A Lightweight convolutional medical segmentation algorithm based on ConvNeXt to improve UNet,BUSI,Unknown,None,0
BAG-Net: a boundary detection and multiple attention-guided network for liver ultrasound image automatic segmentation in ultrasound guided surgery,BUSI,Unknown,None,1
MultiIB-TransUNet: Transformer with multiple information bottleneck blocks for CT and ultrasound image segmentation,BUSI,Unknown,None,3
Dual-Channel Reliable Breast Ultrasound Image Classification Based on Explainable Attribution and Uncertainty Quantification,BUSI,Unknown,None,0
CAM-QUS guided self-tuning modular CNNs with multi-loss functions for fully automated breast lesion classification in ultrasound images,BUSI,Unknown,None,4
Beyond self-interest: how altruistic values and human emotions drive brand advocacy in hospitality consumers through corporate social responsibility,CENG,Unknown,None,11
"Corrigendum to “Examining the relationship between nutritional status and wound healing in head and neck cancer treatment: A focus on malnutrition and nutrient deficiencies” (Int Wound J., (2024), 21, 3, e14810, 10.1111/iwj.14810)",CENG,Unknown,None,0
Erratum: HCC EV ECG score: An extracellular vesicle-based protein assay for detection of early-stage hepatocellular carcinoma (Hepatology (2023) 77 (774-788) DOI: 10.1002/hep.32692),CENG,Unknown,None,0
Experimental investigation on efficient thermal management of autonomous underwater vehicle battery packs using anisotropic expanded graphite/paraffin composite materials,CENG,Unknown,None,21
A deep learning-based solution for digitization of invoice images with automatic invoice generation and labelling,CENG,Unknown,None,0
JACQUES DERRIDA’S CONCEPT OF DECONSTRUCTION IN THE WORKS OF CHINESE MARXIST SCHOLARS,CENG,Unknown,None,0
Processing Compressed Expanded Natural Graphite for Phase Change Material Composites,CENG,Unknown,None,3
"Responsible Tourism and Hospitality: The Intersection of Altruistic Values, Human Emotions, and Corporate Social Responsibility",CENG,Unknown,None,20
CENG JING RU SHI (AGO). Text and direction by Stan Lai,CENG,Unknown,None,0
Airport Cyber Resilience and Managing Supply Chain Risk,CENG,Unknown,None,0
SLAVOJ ŽIŽEK’S PHILOSOPHY IN THE RESEARCHES OF CHINESE SCHOLARS: BETWEEN MARXISM AND PSYCHOANALYSIS,CENG,Unknown,None,0
TRIPLE-HIERARCHICAL PROBLEMS WITH VARIATIONAL INEQUALITY,CENG,Unknown,None,0
Comparing Traffic Noise Levels between Signalized Intersections and Roundabouts in an Urban Environment,CENG,Unknown,None,5
Experimental determination of crystallization kinetic model of CENG-PCM composite material. Validation at macro and meso scales,CENG,Unknown,None,3
Thermal conductivity evolution of a compressed expanded natural graphite – Phase change material composite after thermal cycling,CENG,Unknown,None,7
Fast relaxed inertial Tseng's method-based algorithm for solving variational inequality and fixed point problems in Hilbert spaces,CENG,Unknown,None,13
INDUSTRIALISATION AND SCALE-UP OF DRUG DELIVERY DEVICES,CENG,Unknown,None,0
Food Offering Culture at Chinese Rituals in Semarang Chinatown Coastal Community,CENG,Unknown,None,1
Thermal cycling aging of encapsulated phase change material – Compressed expanded natural graphite composite,CENG,Unknown,None,14
Correction Notice,CENG,Unknown,None,0
Thermal characterization of phase change materials (PCM) for heating applications,CENG,Unknown,None,10
Turkish instruments in gelibolulu mustafa ali’s mevaidü’n-nefais,CENG,Unknown,None,1
Defining Digital Capital and Digital Poverty,CENG,Unknown,None,4
"Business continuity planning (BCP) and related IT disaster recovery planning (IT DRP) have become established, respected and important disciplines in business. However, many of the assumptions underlying BCP/DRP planning today will NOT hold in a pandemic, writes technology risk expert Dr Patrick McConnell FBCS CITP CEng.",CENG,Unknown,None,3
Convergence of a hybrid viscosity approximation method for finding zeros of m-accretive operators,CENG,Unknown,None,4
"The concept of balance at sekati ririg gending in Tejakula, Buleleng regency",CENG,Unknown,None,0
Generalized extragradient iterative methods for solving split feasibility and fixed point problems in Hilbert spaces,CENG,Unknown,None,5
Iterative scheme for finding solutions of the general split feasibility problem and the general constrained minimization problems,CENG,Unknown,None,7
The carbon substrate in RST Si ribbon technology for solar cells,CENG,Unknown,None,4
"An interview with Tracey Williamson, chair, British Dam Society",CENG,Unknown,None,0
"Discussion: Preconference tour report: Garstang and Catterall flood alleviation scheme Andrew Pepper BSc (Hons), CEng, MICE, FCIWEM",CENG,Unknown,None,0
The reflection of çeng on seljuk ceramics,CENG,Unknown,None,1
Comprehensive relative quantitative metabolomics analysis of lycopodium alkaloids in different tissues of Huperzia serrata,CENG,Unknown,None,10
Algorithm method for solving the split general system of variational inequalities problem and fixed point problem of nonexpansive mapping with application,CENG,Unknown,None,8
A course flow model developed for software engineering course,CENG,Unknown,None,0
Mobile learning according to students of Computer Engineering and Computer Education: A comparison of attitudes,CENG,Unknown,None,19
On the strong convergence theorem of the hybrid viscosity approximation method for zeros of m-accretive operators in Banach spaces,CENG,Unknown,None,2
"The Pransky interview: Professor Gurvinder S. Virk, technical director, Innovative Technology and science Limited",CENG,Unknown,None,0
Engineering Council registration can bring you huge professional benefits,CENG,Unknown,None,0
The RCT equivalence route to registration,CENG,Unknown,None,0
Virtual Leadership,CENG,Unknown,None,3
Managing electrical supplies safely,CENG,Unknown,None,0
A systematic review on huperzia serrata,CENG,Unknown,None,4
A coupled thermal and electrochemical study of lithium-ion battery cooled by paraffin/porous-graphite-matrix composite,CENG,Unknown,None,43
First report of Pepper veinal mottle virus infecting pepper in Mainland China,CENG,Unknown,None,2
Editorial: Continuing Professional Development: An essential part of continued competence,CENG,Unknown,None,0
A New Extragradient-Type Algorithm for the Split Feasibility Problem,CENG,Unknown,None,1
"The historical development of the experiential aspect ""guo""",CENG,Unknown,None,0
An investigation of lithium-ion battery thermal management using paraffin/porous-graphite-matrix composite,CENG,Unknown,None,174
"Comfort, sustainability, and workflow improved",CENG,Unknown,None,0
The word order and development of the aspectual markers in old Chinese,CENG,Unknown,None,6
Fixed point solutions for variational inequalities in image restoration over q-uniformly smooth Banach spaces,CENG,Unknown,None,4
Convergence analysis for the equilibrium problems with numerical results,CENG,Unknown,None,6
Solutions of system of equilibrium and variational inequality problems on fixed points of infinite family of nonexpansive mappings,CENG,Unknown,None,18
Hospital steam: a tiger facing extinction?,CENG,Unknown,None,0
GPCRsort - Responding to the next generation sequencing data challenge: Prediction of G protein-coupled receptor classes using only structural region lengths,CENG,Unknown,None,3
