,title,cited_by_count,AGRI,ARTS,BIOC,BUSI,CENG,CHEM,COMP,DECI,DENT,EART,ECON,ENER,ENGI,ENVI,HEAL,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE
1626,"Correction to: “Psychometric properties of a Thai version of the Richards-Campbell sleep questionnaire”, (Nurs Critic Care, (2022), 27, 6, (885–892), 10.1111/nicc.12705)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1627,Environmental Comfort in Promoting Sleep in Critically Ill Patients: A Scoping Review,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1628,Environmental Sustainability and Climate Change Content in Canadian Baccalaureate Nursing Programs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1629,Reflective Clinical Judgment Questions to Educate the Next Generation of Nurses,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1630,The Use of QR Codes to Engage Nursing Students With Next Generation NCLEX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1631,Evaluating the Importance of Clinical Judgment in Entry-Level Nursing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1632,Nursing Students’ and Nurse Preceptors’ Perspectives of an Ambulatory Dedicated Education Unit in Primary Care and General Internal Medicine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1633,Turning Concern Into Confidence: Planetary Health Needs in Nursing Education,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1634,A Paradigm Shift for the Nursing Education Model: A Scoping Review,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1635,Classroom Innovation Using the NCJMM: Preparing Nursing Students for the Next Generation NCLEX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1636,Preparing Nurse Educator Students for the New National Council of State Boards of Nursing NCLEX and AACN Essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1637,The Lasater Clinical Judgment Rubric: 17 Years Later,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1638,Adopting Optimal Statistical Practices: Graduate Programs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1639,"Corrigendum to “Feasibility and acceptability of motivational interviewing to promote colorectal cancer screening among average risk Chinese older adults” [Asia-Pacific J Oncol Nurs 10 (2023) 100315] (Asia-Pacific Journal of Oncology Nursing (2023) 10(12), (S2347562523001336), (10.1016/j.apjon.2023.100315))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1640,The Future of Nursing: Navigating the AI Revolution Through Education and Training,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1641,"Correction to “The effect of a lifestyle intervention program using a mobile application versus the effect of a program using a booklet for adults with metabolic syndrome: A three-arm randomized controlled trial” (Journal of Nursing Scholarship, 10.1111/jnu.12883)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1642,Correlates of frailty in older female cancer survivors,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1643,Relation and effect of resilience on burnout in nurses: A literature review and meta-analysis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1644,"Innovation and exploration of the education mode of ""five-dimension education integration"" from the perspective of fostering virtues through nursing education",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1645,Graduate Nursing Faculty Perceptions of LGBTQ+ Health Curriculum: A Mixed-Methods Study,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1646,An NCLEX-RN Improvement Project: A Study of Student Attributes Associated With Test Success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1647,Abrupt Transition to Remote Learning in Nursing Students During the COVID-19 Pandemic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1648,Spiritual-Cultural Needs as the Main Causative Factor of Death Anxiety in Iranian COVID-19 Patients: A Qualitative Study,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1649,"Corrigendum to ‘Construction and evaluation of a predictive model for compassion fatigue among emergency department nurses: A cross-sectional study’ [Int. J. Nurs. Stud. 148 (2023)104613] (International Journal of Nursing Studies (2023) 148, (S0020748923001785), (10.1016/j.ijnurstu.2023.104613))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1650,Medicinal Plants in the Treatment of Respiratory Diseases and their Future Aspects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1651,Structure-guided identification and characterization of potent inhibitors targeting PhoP and MtrA to combat mycobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1652,Unveiling the repressive mechanism of a PPS-like regulator (PspR) in polyhydroxyalkanoates biosynthesis network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1653,Preliminary Exploration of Variations in Measures of Pharyngeal Area During Nonswallowing Tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1654,Adaptive laboratory evolution and metabolic engineering of Cupriavidus necator for improved catabolism of volatile fatty acids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1655,The 75-Year Anniversary of the Department of Physiology and Pharmacology at Karolinska Institutet—Examples of Recent Accomplishments and Future Perspectives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1656,"DETERMINATION OF THE SOCIALLY ORIENTED ROLE OF PHARMACISTS IN THE PREVENTION, DIAGNOSIS AND TREATMENT OF PATIENTS WITH VIRAL HEPATITIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1657,New biomanufacturing based on synthetic biology of halophilic bacteria: Biomanufacture 2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1658,The influence of body weight on apixaban dose: A population pharmacokinetic analysis based on clinical data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1659,Cost Evaluation of Subcutaneous Trastuzumab Versus Intravenous Trastuzumab for the Treatment of HER2-Positive Breast Cancer: Insights From Oncology Hospitals in Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1660,"ERRATUM to:International consensus recommendations for the use of prolonged-infusion beta-lactam antibiotics: Endorsed by the American College of Clinical Pharmacy, British Society for Antimicrobial Chemotherapy, Cystic Fibrosis Foundation, European Society of Clinical Microbiology and Infectious Diseases, Infectious Diseases Society of America, Society of Critical Care Medicine, and Society of Infectious Diseases Pharmacists(Pharmacotherapy., (2023), 43, (740–777), 10.1002/phar.2842)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1661,Overexpression of RuBisCO form I and II genes in Rhodopseudomonas palustris TIE-1 augments polyhydroxyalkanoate production heterotrophically and autotrophically,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1662,Bioinformatic and functional analysis of a PHB polymerase (PhbC) from Azospirillum baldaniorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1663,Correction to “Risk of incident antidepressant-treated depression associated with use of 5α-reductase inhibitors compared with use of α-blockers in men with benign prostatic hyperplasia: A population-based study using the Clinical Practice Research Datalink”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1664,"Correction to “Pharmacokinetics/pharmacodynamics analysis and establishment of optimal dosing regimens using unbound cefmetazole concentration for patients infected with Extended-Spectrum β-lactamase producing Enterobacterales (ESBL-E)”(Pharmacotherapy., (2024), 44, (149–162), 10.1002/phar.2894)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1665,"Correction to “International consensus recommendations for the use of prolonged-infusion beta-lactam antibiotics: Endorsed by the American College of Clinical Pharmacy, British Society for Antimicrobial Chemotherapy, Cystic Fibrosis Foundation, European Society of Clinical Microbiology and Infectious Diseases, Infectious Diseases Society of America, Society of Critical Care Medicine, and Society of Infectious Diseases Pharmacists”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1666,Correction to “Comparative adherence trajectories of oral disease-modifying agents in multiple sclerosis”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1667,"Combatting Antibiotic-Resistant Staphylococcus aureus: Discovery of TST1N-224, a Potent Inhibitor Targeting Response Regulator VraRC, through Pharmacophore-Based Screening and Molecular Characterizations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1668,"Correction to: Model-Informed Precision Dosing Software Tools for Dosage Regimen Individualization: A Scoping Review (Pharmaceutics, (2023), 15, 7, (1859), 10.3390/pharmaceutics15071859)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1669,A self-stimulating system based on a polyhydroxyalkanoates coupled induction mechanism and its applications for Halomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1670,"Discovery of a potent inhibitor, D-132, targeting AsfvPolX, via protein-DNA complex‐guided pharmacophore screening and in vitro molecular characterizations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1671,Investigating the “sex paradox” in pulmonary arterial hypertension: Results from the Pulmonary Hypertension Association Registry (PHAR),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1672,Effectiveness of Counterpressure Technique With a Birth Ball on Cervical Dilatation and Reduction of Labour Pain and Uterine Contractions: A Prospective Cohort Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1673,"Inhibition of glycogen synthase kinase-3 enhances NRF2 protein stability, nuclear localisation and target gene transcription in pancreatic beta cells",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1674,Step Climb Dosing Guidance From Simulation Studies on Lamotrigine Concentration Changes During Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1675,Appendicitis in rabbits: Two case reports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1676,NLRP3 deficiency protects against acetaminophen‑induced liver injury by inhibiting hepatocyte pyroptosis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1677,Application of PHA surface binding proteins of alkali-tolerant Bacillus as surfactants,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1678,"Enantioselectivity in ecotoxicity of pharmaceuticals, illicit drugs, and industrial persistent pollutants in aquatic and terrestrial environments: A review",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1679,Pleiotropic Effects of PhaR Regulator in Bradyrhizobium diazoefficiens Microaerobic Metabolism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1680,Exploration of anti‑osteosarcoma activity of asiatic acid based on network pharmacology and in vitro experiments,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1681,Specific targeting of the NRF2/β-TrCP axis promotes beneficial effects in NASH,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1682,Downstream Processing for Bio-product Recovery and Purification,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1683,Efficacy of tablet glucocorticoids depending on their starting dose in patients with type 2 amiodarone-induced thyrotoxicosis: a prospective randomized study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1684,Self-Supervised Federated Learning for Personalized Human Activity Recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1685,Vaccine Diplomacy: Partnering Global Goods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1686,Intravenous Magnesium for the Management of Chronic Pain: An Updated Review of the Literature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1687,Potent Small Molecules Inhibitors Discovery through Ligand-based Modelling for Effective Treatment of Parkinson’s Disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1688,Epigenetic Regulation of Fungal Secondary Metabolites for the Enhancement of Therapeutically Active Compounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1689,"Pharmacogenomics: Importance in Exploration of Target Molecule, Drug Resistance and Mechanism in Cancer Chemotherapy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1690,Design Automation for Organs-on-Chip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1691,Problems in organizing neurosurgical care for patients with Parkinson’s disease in the Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1692,Antidiabetic Advancements In Silico: Pioneering Novel Heterocyclic Derivatives through Computational Design,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1693,Effective interventions to increase adherence to inhaled therapy in patients with bronchial asthma – a review article,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1694,A New Model for Ranking Schools of Public Health: The Public Health Academic Ranking,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1695,"Medical Economic Effect of Pharmaceutical Interventions by Board-Certified Pharmacists in Palliative Pharmacy for Patients with Cancer Using Medical Narcotics in Japan: A Multicenter, Retrospective Study",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1696,Effects of non-pharmacological methods on post-operative procedural pain management in neonates admitted in the neonatal intensive care unit: A systematic review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1697,A Comprehensive Review on the Role of Chemotype Marine Derived-Drug Discovery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1698,"Exploring Novel PLK1 Inhibitors based on Computational Studies of 2,4-Diarylaminopyrimidine Derivatives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1699,Biosynthesis of polyhydroxybutyrate by Methylorubrum extorquens DSM13060 is essential for intracellular colonization in plant endosymbiosis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700,A Remotely Coached Multimodal Lifestyle Intervention for Alzheimer's Disease Ameliorates Functional and Cognitive Outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1701,Deep Learning Model and its Application for the Diagnosis of Exudative Pharyngitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1702,Pathology of canine herpesvirus infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1703,Evaluation of the Mechanism of Sinomenii Caulis in Treating Ulcerative Colitis based on Network Pharmacology and Molecular Docking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1704,"Solubility, the Main Concern for Poorly Water-soluble Drugs: Techniques and Alternatives",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1705,Current Status of Pharmacokinetic Research in Children: A Systematic Review of Clinical Trial Records,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1706,Affinity Prediction of Shikonins Towards Sirtuins and the Requisite Structural Motifs for the Selective Inhibition of SIRT2 and SIRT3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1707,Rhinitis in the Elderly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1708,Regional Variation in Pulmonary Arterial Hypertension in the United States: The Pulmonary Hypertension Association Registry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1709,De novo assembly and comparative genome analysis for polyhydroxyalkanoates-producing Bacillus sp. BNPI-92 strain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1710,"Bioplastic (poly-3-hydroxybutyrate)-producing Massilia endophytica sp. nov., isolated from Cannabis sativa L. ‘Cheungsam’",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1711,Loanword adaptation of Japanese consonants in Kavalan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1712,Osteoporosis in men – the importance of hypogonadism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1713,Disparities in the use of mental health services of adolescents in Chile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1714,Standardization and Quality Control Analysis of a Polyherbal Antidiabetic Formulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1715,"Inflammatory signaling pathways in the treatment of Alzheimer's disease with inhibitors, natural products and metabolites (Review)",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1716,"SYNTHESIS, DOCKING STUDY AND ANTIMICROBIAL ACTIVITY EVALUATION OF PYRIDYL AMIDES OF THIENO[2,3-D]PYRIMIDINE-4-CARBOXYLIC ACID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1717,Modeling and prediction of Chinese stock market volatility: Based on a new decomposition method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1718,Interaction Study of Greenly Synthesized Silver Nanoparticles with Bovine Serum Albumin (BSA) Using Spectrophotometric and Voltammetric Assays,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1719,A Framework for Personalized Human Activity Recognition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1720,Peer Instruction as an Alternative Active Learning Pedagogy Across the Pharmacy Curriculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1721,Agreement of cardiac output measurements by esophageal Doppler and transesophageal echocardiography with intermittent pulmonary artery thermodilution during pharmacologic manipulation of hemodynamics in anesthetized dogs,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1722,Genome-centric polyhydroxyalkanoate reconciliation reveals nutrient enriched growth dependent biosynthesis in Bacillus cereus IBA1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1723,Precision Medicine as a New Frontier in Speech-Language Pathology: How Applying Insights From Behavior Genomics Can Improve Outcomes in Communication Disorders,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1724,Neuroscience-Based Nomenclature for Psychotropic Medication,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1725,TorchAmi: Generalized CPU/GPU implementation of algorithmic matsubara integration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1726,Visualization analysis of research hotspots of artificial intelligence in field of spinal cord nerve injury and repair,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1727,Mass resolved angular distribution of fission products in <sup>12</sup>C+<sup>232</sup>Th reaction at sub-barrier energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1728,Multi-scale analysis of solute transport in hydrodynamic fluid flows through a porous channel with anisotropic permeability and boundary absorption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1729,An improved version of PyWolf with multithread-based parallelism support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1730,A new way to use nonlocal symmetries to determine first integrals of second-order nonlinear ordinary differential equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1731,Video-based heart rate estimation with spectrogram signal quality ranking and fusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1732,High-speed turbulent flows towards the exascale: STREAmS-2 porting and performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1733,"Comment on “Magnetic flux trapping in hydrogen-rich high-temperature superconductors” by V.S. Minkov, V. Ksenofontov, S.L. Bud'ko, E.F. Talantsev and M.I. Eremets, Nat. Phys. 19, 1293 (2023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1737,Wave effect of gravitational waves intersected with a microlens field II: An adaptive hierarchical tree algorithm and population study,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1738,Effective 1D-equation with a Lambert W function nonlinearity for cigar-shaped Bose–Einstein condensates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1739,"Corrigendum to “Positron accumulation in the GBAR experiment” [Nucl. Inst. Method. Phys. Res. A 1040 (2022) 167263] (Nuclear Inst. and Methods in Physics Research, A (2022) 1040, (S0168900222006027), (10.1016/j.nima.2022.167263))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1741,"Erratum to “Localization of peripheral reactions and sensitivity to the imaginary potential” [Nucl. Phys. A 1006 (2021) 122109] (Nuclear Physics, Section A (2021) 1006, (S0375947420304371), (10.1016/j.nuclphysa.2020.122109))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1742,Green/WeakCoupling: Implementation of fully self-consistent finite-temperature many-body perturbation theory for molecules and solids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1744,Strong-lensing cosmography using third-generation gravitational-wave detectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1745,Erratum: Stripe-yz magnetic order in the triangular-lattice antiferromagnet KCeS<inf>2</inf> (J. Phys.: Condens. Matter (2021) 33 (425802) DOI: 10.1088/1361-648X/ac15d6),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1746,Comment on ‘Resonant inelastic x-ray scattering from U<inf>3</inf>O<inf>8</inf> and UN’,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1747,Spin-S Decorated Honeycomb Kitaev Model with S ≥ 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1748,Corrigendum to “Trace preserving quantum dynamics using a novel reparametrization-neutral summation-by-parts difference operator” [J.Comput.Phys. 425 (2021) 109917](S0021999120306914)(10.1016/j.jcp.2020.109917),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1749,Spatially hybrid control of entanglement between atom and photon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1753,Gauss-Bonnet AdS planar and spherical black hole thermodynamics and holography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1754,Corrigendum: Social network heterogeneity benefits individuals at the expense of groups in the creation of innovation (J. Phys. Complex. (2022) 3 (045002) DOI: 10.1088/2632-072X/ac9447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1755,Quasilinear theory: the lost ponderomotive effects and why they matter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1756,Operators of quantum theory of Dirac's free field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1758,Retraction: Numerical study of heat and mass transfer for micropolar fluid flow due to two symmetrical stretchable disks Muhammad Amjad et al (Phys. Scr. (2023) 98 (105227) DOI: 10.1088/1402-4896/acf813),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1759,T-Duality with H-Flux for 2d σ-Models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1760,On Semi-classical Limit of Spatially Homogeneous Quantum Boltzmann Equation: Asymptotic Expansion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
